solicitud_id,fecha_solicitud,edad,sector,antiguedad_laboral_anios,antiguedad_empresa_anios,ingreso_mensual,deuda_actual,num_creditos_previos,buro_score,monto_solicitado,plazo_meses,tasa_interes,default_90d
CR-101850,2024-03-20,31,Construcción,13,5.9,6388.65,19554.16,6,413.0,27887.59,12,0.2475,1
CR-101687,2024-06-27,41,Comercio,23,0.9,3396.53,8111.63,1,391.0,17718.17,12,0.2438,0
CR-100044,2023-01-23,39,Servicios,16,4.2,1204.41,2608.95,1,423.0,2212.09,24,0.2551,0
CR-103999,2023-04-20,24,Comercio,2,9.5,1885.84,6304.1,2,309.0,6023.29,12,0.2697,1
CR-104680,2023-01-31,56,Servicios,34,20.3,1987.07,5656.37,1,441.0,8657.49,18,0.2525,1
CR-103745,2023-10-17,34,Servicios,12,0.7,3177.91,11730.11,1,344.0,22098.58,12,0.2386,1
CR-102856,2025-05-31,37,Tecnología,18,23.0,2638.65,0.0,0,675.0,20743.94,36,0.189,0
CR-100438,2023-07-30,31,Comercio,7,16.6,3155.03,5158.95,2,518.0,25037.52,24,0.2298,0
CR-104522,2025-01-06,36,Construcción,16,3.3,2695.32,0.0,0,658.0,11857.06,12,0.2097,0
CR-100929,2023-08-09,39,Construcción,21,9.3,4831.89,632.46,1,,35079.73,48,0.1935,0
CR-103724,2024-01-09,37,Tecnología,18,10.0,2160.42,2141.87,2,575.0,15801.85,24,0.2116,0
CR-104711,2023-03-18,32,Tecnología,14,22.1,2352.61,3028.75,2,523.0,18057.5,6,0.2061,0
CR-100555,2024-06-11,35,Manufactura,13,9.1,1914.57,0.0,0,644.0,4009.04,36,0.1741,0
CR-105181,2024-05-18,37,Servicios,18,4.6,4542.39,8294.53,1,570.0,17902.93,24,0.2003,0
CR-100004,2023-12-12,18,Construcción,0,14.3,7647.86,17928.6,2,504.0,50553.15,12,0.2203,1
CR-103144,2024-05-28,34,Agro,15,1.3,2229.92,0.0,0,592.0,8132.76,18,0.1755,0
CR-103631,2025-04-12,51,Comercio,33,2.5,3094.63,10730.31,3,315.0,18321.98,24,0.3012,1
CR-103854,2024-11-26,39,Tecnología,15,7.2,3973.81,9303.82,2,411.0,21544.16,18,0.218,1
CR-104970,2023-01-06,36,Comercio,17,5.0,1746.25,4548.88,1,406.0,11667.34,24,0.2467,0
CR-101634,2024-03-23,41,Servicios,18,14.5,1914.12,4030.3,1,409.0,13742.28,6,0.2394,0
CR-105597,2024-12-11,30,Comercio,7,10.8,8703.0,17928.31,2,527.0,38252.47,12,0.2282,0
CR-100687,2023-11-26,54,Servicios,36,16.9,4090.12,12768.24,3,384.0,24347.1,36,0.2467,0
CR-102582,2024-04-19,37,Manufactura,13,18.3,2237.56,1811.99,3,566.0,8962.63,48,0.1716,0
CR-105280,2024-07-22,21,Servicios,3,3.7,1566.06,4202.3,1,369.0,9880.91,6,0.2594,0
CR-105860,2025-03-27,51,Construcción,30,4.0,3377.82,0.0,0,673.0,16239.29,12,0.1688,0
CR-105107,2024-04-24,34,Comercio,15,4.4,1621.41,3028.51,4,,8342.94,12,0.2245,0
CR-101073,2025-02-12,20,Agro,0,6.1,1530.34,0.0,0,590.0,10815.7,24,0.198,0
CR-101403,2023-12-13,33,Comercio,14,5.4,4562.51,10589.26,1,438.0,24252.38,12,0.2554,1
CR-102437,2025-01-31,41,Manufactura,18,3.2,2178.11,0.0,0,636.0,7197.36,6,0.1656,0
CR-101837,2024-03-26,35,Servicios,17,1.9,5316.8,2719.08,3,561.0,17133.65,24,0.2076,0
CR-105482,2023-04-11,38,Manufactura,16,6.9,3941.68,0.0,0,679.0,20686.24,12,0.1756,0
CR-102246,2023-04-20,21,Manufactura,1,4.6,3059.3,6915.75,1,403.0,6862.66,24,0.2263,0
CR-105866,2025-05-08,35,Construcción,12,5.8,4592.62,18205.9,1,300.0,22842.32,24,0.2873,1
CR-105340,2024-02-17,40,Tecnología,20,8.7,17630.39,0.0,0,840.0,35593.59,12,0.1272,0
CR-105282,2023-03-18,27,Comercio,8,11.6,3043.18,9967.93,2,,15642.39,36,0.2496,0
CR-100386,2023-12-14,43,Tecnología,22,3.4,5645.14,0.0,0,641.0,18595.46,36,0.1839,0
CR-105190,2023-02-28,39,Tecnología,19,10.9,4662.16,7297.32,1,575.0,33704.59,24,0.1962,0
CR-102719,2023-11-21,26,Servicios,5,6.2,2578.81,7565.22,4,372.0,6628.77,18,0.2771,0
CR-103917,2023-09-12,31,Manufactura,8,10.4,6431.33,0.0,0,664.0,20869.08,24,0.1559,0
CR-100433,2023-12-07,18,Servicios,0,3.8,7593.51,0.0,0,721.0,24298.65,12,0.1556,0
CR-104870,2024-06-13,25,Tecnología,4,4.9,5361.34,17629.56,1,373.0,36701.45,24,0.2495,0
CR-102065,2024-10-11,36,Tecnología,12,8.9,5272.42,16121.34,5,355.0,13984.86,12,0.2612,1
CR-102169,2023-07-20,31,Tecnología,7,14.0,3676.93,11459.35,3,416.0,18175.26,24,0.241,0
CR-101304,2023-01-15,35,Manufactura,11,2.0,4872.88,3853.13,2,573.0,21630.97,18,0.1888,0
CR-103135,2024-02-10,26,Comercio,6,20.4,11839.16,27707.31,3,,28003.68,24,0.2115,0
CR-104402,2024-09-01,30,Construcción,10,9.3,1888.44,7459.29,3,300.0,11247.16,24,0.2704,0
CR-104577,2024-06-20,18,Manufactura,0,0.4,2811.52,9734.84,1,332.0,21518.56,24,0.2977,1
CR-103881,2024-12-03,53,Servicios,30,1.1,4514.33,8887.97,3,448.0,22187.19,36,0.2551,1
CR-104299,2024-02-08,36,Agro,14,11.2,5011.39,18571.52,2,339.0,15669.7,36,0.2869,0
CR-104731,2023-11-03,35,Comercio,15,9.5,4534.32,11921.3,2,446.0,17066.73,24,0.2413,0
CR-105740,2023-02-01,46,Servicios,27,11.1,3500.23,0.0,0,708.0,24998.76,12,0.1926,0
CR-103392,2024-09-10,29,Manufactura,9,4.4,4455.8,16015.74,2,300.0,9485.61,36,0.2763,0
CR-102285,2023-11-19,42,Comercio,24,6.7,2440.54,3934.44,2,508.0,13751.47,18,0.1934,0
CR-102505,2024-09-09,48,Servicios,28,1.0,5634.89,10752.65,2,481.0,18846.35,18,0.2037,0
CR-101385,2024-11-16,39,Servicios,17,6.1,4541.28,1178.32,2,638.0,8009.92,6,0.175,0
CR-102651,2024-01-04,18,Tecnología,0,4.7,5174.6,0.0,0,610.0,33973.71,18,0.1942,0
CR-105447,2024-08-24,38,Servicios,18,8.7,1952.03,7068.59,4,339.0,11479.93,6,0.2586,1
CR-105376,2023-02-16,38,Tecnología,16,9.8,3244.71,0.0,0,681.0,10443.43,12,0.1836,0
CR-105513,2023-06-07,31,Servicios,7,9.3,10329.67,25791.93,1,595.0,41805.29,18,0.1955,0
CR-100222,2023-07-22,40,Manufactura,16,5.8,3870.14,5397.25,1,519.0,25134.71,24,0.211,0
CR-104496,2024-11-17,33,Servicios,15,7.2,1074.3,2329.67,2,439.0,2819.54,24,0.2455,0
CR-101235,2024-01-25,29,Manufactura,5,12.2,3013.9,0.0,0,705.0,11209.79,6,0.1327,0
CR-104189,2023-01-09,61,Comercio,41,9.0,3085.73,7588.37,2,474.0,23808.22,24,0.2341,0
CR-102861,2025-01-24,45,Tecnología,21,8.6,5581.35,13362.8,1,453.0,12752.38,48,0.2223,0
CR-102538,2024-09-02,45,Manufactura,23,6.3,3143.95,0.0,0,667.0,15265.29,12,0.1768,0
CR-100233,2025-02-12,51,Manufactura,33,9.1,2963.76,5919.33,1,460.0,8421.84,24,0.2337,0
CR-103687,2023-04-15,43,Manufactura,21,6.0,2368.77,0.0,0,592.0,17142.32,36,0.1908,0
CR-105795,2024-02-22,42,Comercio,22,9.5,8201.42,11894.93,3,649.0,39263.27,18,0.1936,0
CR-102193,2023-01-13,38,Manufactura,18,17.2,3186.13,4963.77,1,428.0,23407.46,24,0.2423,0
CR-100931,2024-03-11,43,Comercio,20,5.1,3883.73,0.0,0,646.0,22656.35,36,0.2229,0
CR-101875,2023-11-25,18,Construcción,0,6.0,3965.06,0.0,0,658.0,18476.34,18,0.2,0
CR-101050,2024-07-05,24,Manufactura,6,4.1,6154.77,426.33,2,606.0,43905.63,48,0.1559,0
CR-104612,2023-07-01,33,Agro,11,7.1,4440.36,9864.83,1,435.0,14731.59,48,0.2336,0
CR-101847,2024-08-05,26,Agro,6,0.9,4794.85,4928.29,1,494.0,27857.79,18,0.246,0
CR-100968,2023-07-26,48,Comercio,28,2.1,6580.7,8123.58,3,542.0,42107.32,24,0.2304,0
CR-104079,2023-03-13,32,Servicios,12,20.9,4726.88,781.81,2,736.0,22105.43,48,0.1946,0
CR-101937,2024-06-27,25,Tecnología,4,1.0,1768.41,1094.42,2,571.0,8787.37,36,0.2089,0
CR-104900,2025-02-01,18,Servicios,0,5.1,11622.13,45746.76,2,332.0,81743.76,6,0.2446,1
CR-101899,2024-08-25,26,Construcción,4,9.9,2879.23,8150.16,1,405.0,16686.34,6,0.2645,0
CR-100927,2023-08-25,43,Agro,25,13.2,1288.3,0.0,0,604.0,8663.36,48,0.185,0
CR-101410,2024-11-23,33,Comercio,13,3.4,3296.48,0.0,0,527.0,9040.75,24,0.1953,0
CR-102457,2025-01-02,31,Comercio,8,9.2,1698.74,0.0,0,599.0,8034.7,6,0.158,0
CR-101750,2024-01-03,29,Agro,8,14.2,2706.07,5101.99,2,474.0,14588.85,36,0.2365,0
CR-100808,2025-04-20,34,Manufactura,10,9.2,1880.61,1896.5,1,520.0,14248.19,12,0.2125,0
CR-100846,2024-12-20,73,Servicios,51,3.5,3404.79,2327.09,1,512.0,6898.08,12,0.2299,0
CR-100116,2024-08-22,41,Comercio,20,3.6,1784.55,3383.73,2,514.0,4529.24,6,0.2106,0
CR-104274,2023-04-09,42,Manufactura,21,4.7,1489.66,5318.68,2,330.0,11118.61,24,0.2608,1
CR-101859,2024-04-25,23,Comercio,0,15.3,3771.84,14779.91,1,300.0,12690.73,12,0.273,1
CR-105557,2025-04-01,43,Comercio,23,5.3,9070.14,0.0,0,692.0,50434.11,6,0.1567,0
CR-102377,2024-05-15,30,Servicios,8,4.8,4796.56,0.0,0,665.0,30984.83,12,0.1744,0
CR-102694,2024-05-14,53,Tecnología,34,7.2,1927.38,4772.63,4,373.0,12498.61,12,0.2807,0
CR-104631,2025-02-23,21,Manufactura,0,6.2,6540.85,6165.06,1,546.0,42692.05,18,0.221,0
CR-100608,2023-09-14,19,Comercio,0,7.7,3642.27,0.0,0,590.0,24956.67,48,0.1791,0
CR-102947,2024-12-16,43,Construcción,20,2.2,1475.61,3808.33,2,404.0,9313.45,48,0.2473,1
CR-101576,2024-06-21,38,Manufactura,19,6.0,2696.19,6256.77,2,440.0,15464.66,6,0.2433,0
CR-104516,2024-10-11,47,Construcción,26,11.1,11978.2,22793.71,2,583.0,89818.56,12,0.2035,0
CR-103121,2023-05-14,40,Servicios,19,3.4,3770.03,0.0,0,612.0,8247.85,36,0.1878,0
CR-102838,2023-08-29,51,Comercio,33,6.1,2600.93,7856.18,2,336.0,10436.41,18,0.263,1
CR-103219,2025-03-18,49,Comercio,29,11.8,2788.19,10566.58,1,300.0,10441.53,48,0.255,1
CR-102162,2023-01-10,52,Comercio,29,8.8,4116.59,15302.61,2,346.0,19211.61,18,0.291,0
CR-102473,2024-01-26,44,Comercio,24,1.5,2030.86,6428.9,3,372.0,7682.82,48,0.2794,0
CR-100503,2024-11-09,21,Servicios,0,1.6,2933.25,6357.66,4,378.0,11025.63,18,0.2429,0
CR-101501,2025-04-11,31,Servicios,13,15.3,2517.14,8607.06,1,336.0,5461.86,48,0.2917,1
CR-101454,2025-05-11,54,Tecnología,34,13.8,3980.28,8812.04,2,442.0,31011.98,12,0.2274,0
CR-101936,2025-01-30,38,Servicios,20,9.9,2727.85,9021.58,1,392.0,5431.31,36,0.2516,0
CR-100871,2025-05-16,27,Manufactura,4,6.0,1623.03,5622.64,1,300.0,5908.13,6,0.2965,1
CR-100331,2024-10-18,45,Manufactura,26,5.5,1562.6,9.21,3,645.0,10700.13,12,0.1554,0
CR-105146,2023-08-03,55,Manufactura,37,10.8,6385.01,2298.77,3,639.0,38382.53,6,0.1471,0
CR-103382,2024-07-09,59,Comercio,40,12.2,3564.37,7861.28,1,487.0,7081.93,24,0.2132,0
CR-105569,2025-04-21,40,Construcción,20,10.4,1479.05,0.0,0,639.0,10733.42,6,0.1902,0
CR-105277,2023-06-25,33,Servicios,14,3.0,2008.1,5007.0,1,418.0,5068.13,24,0.2365,0
CR-101135,2024-08-17,52,Comercio,32,12.3,13316.17,49901.3,1,497.0,96141.32,24,0.2442,0
CR-100416,2024-11-06,50,Tecnología,30,2.0,8729.06,12430.42,1,566.0,19439.31,12,0.2021,0
CR-102978,2024-12-31,31,Servicios,11,3.7,1168.05,0.0,0,600.0,6034.19,24,0.2001,0
CR-104352,2023-09-13,39,Comercio,21,2.9,3818.24,0.0,0,638.0,25895.74,12,0.2027,0
CR-101373,2023-10-24,20,Comercio,0,10.4,2874.54,0.0,0,650.0,12526.83,6,0.1665,0
CR-105135,2023-08-21,34,Manufactura,11,4.1,1044.52,169.11,2,548.0,5280.6,36,0.1864,0
CR-100343,2023-05-21,43,Servicios,22,14.5,2141.89,0.0,0,685.0,11526.4,36,0.1686,0
CR-103211,2023-03-12,37,Servicios,14,5.5,6470.28,23642.58,1,312.0,48330.78,6,0.2768,1
CR-101081,2025-06-12,36,Servicios,16,23.5,2468.17,0.0,0,748.0,11941.1,24,0.1279,0
CR-100730,2025-01-17,43,Manufactura,20,1.8,2694.83,0.0,0,609.0,16374.69,48,0.1835,0
CR-100642,2025-05-20,61,Tecnología,41,11.5,5183.52,7050.26,1,525.0,12484.0,12,0.2213,0
CR-104564,2023-10-04,44,Servicios,23,16.5,5585.17,636.41,1,643.0,11451.36,24,0.2076,0
CR-104835,2023-03-17,30,Servicios,6,9.0,3421.98,8392.45,1,472.0,19765.82,48,0.226,0
CR-103779,2024-04-03,18,Servicios,0,10.4,12986.12,8853.19,5,629.0,27652.73,18,0.1979,0
CR-103991,2023-01-26,27,Manufactura,8,9.0,2820.02,1161.84,3,650.0,18148.12,6,0.1535,0
CR-105208,2024-11-18,34,Manufactura,11,9.4,918.83,1120.98,3,496.0,5936.67,18,0.2036,0
CR-102954,2023-11-09,18,Tecnología,0,3.5,3789.13,10559.53,3,446.0,20438.95,12,0.2363,0
CR-102989,2024-01-07,53,Comercio,33,5.2,4204.03,1123.78,1,668.0,28828.46,48,0.1894,0
CR-100473,2025-01-24,40,Comercio,16,15.9,1536.59,2006.25,1,539.0,9733.06,12,0.2262,0
CR-102198,2023-07-15,36,Servicios,18,4.5,2893.07,9692.8,3,300.0,6644.13,12,0.3072,1
CR-100644,2023-12-10,34,Comercio,10,6.8,2973.67,0.0,0,632.0,21191.36,18,0.1756,0
CR-105923,2024-01-04,25,Comercio,6,1.2,6321.5,0.0,0,697.0,29189.88,12,0.176,0
CR-103861,2025-06-09,46,Construcción,25,9.9,4388.27,9799.68,1,583.0,10945.04,24,0.1953,0
CR-100141,2025-03-10,27,Agro,8,5.4,2873.81,0.0,0,688.0,21622.31,18,0.1726,0
CR-104016,2024-11-16,55,Manufactura,34,14.7,2846.89,6396.06,1,472.0,9408.48,12,0.2192,0
CR-103501,2025-01-28,53,Construcción,31,4.1,2507.63,4340.2,3,479.0,14593.13,12,0.2244,0
CR-102253,2025-05-06,18,Comercio,0,6.2,2670.31,980.69,1,626.0,20346.54,24,0.2088,0
CR-103528,2024-06-21,21,Tecnología,2,11.0,4284.42,1687.68,1,636.0,11590.51,48,0.1865,0
CR-104560,2023-09-18,45,Comercio,25,3.0,3024.24,3786.75,2,566.0,21878.31,6,0.1918,1
CR-103585,2025-04-27,60,Tecnología,41,4.1,5401.06,13095.83,1,474.0,16408.28,12,0.2491,0
CR-101123,2024-01-06,35,Tecnología,16,4.4,1833.27,5416.38,1,323.0,12672.65,18,0.2684,1
CR-101532,2024-05-31,49,Construcción,30,3.2,5343.99,0.0,0,677.0,26726.37,24,0.1703,0
CR-101169,2023-10-10,34,Construcción,12,9.3,1414.11,3038.23,2,349.0,7936.83,12,0.2686,1
CR-100758,2024-02-23,45,Agro,27,11.7,5121.45,0.0,0,682.0,10248.97,24,0.173,0
CR-101681,2023-01-12,27,Servicios,5,6.0,,0.0,0,666.0,14849.66,24,0.1725,0
CR-103769,2024-01-10,46,Manufactura,24,7.2,4163.07,1260.13,1,686.0,10881.9,12,0.1619,0
CR-101897,2025-04-07,43,Comercio,20,9.8,2000.86,6814.47,1,417.0,6361.8,24,0.2301,1
CR-102032,2023-10-03,45,Comercio,25,2.6,3193.4,0.0,0,694.0,7886.24,12,0.1483,0
CR-101596,2023-07-29,42,Construcción,22,8.4,6744.54,19675.0,1,466.0,30091.57,6,0.2312,0
CR-105150,2023-08-26,56,Tecnología,35,3.4,3674.3,3875.56,1,545.0,19430.93,48,0.2095,0
CR-103934,2025-02-23,42,Construcción,18,4.9,3542.66,0.0,0,684.0,14789.44,18,0.1538,0
CR-105445,2023-02-13,30,Comercio,10,15.6,1316.74,1212.61,2,533.0,5495.26,18,0.2143,0
CR-104302,2024-08-29,30,Comercio,6,12.4,4280.54,0.0,0,731.0,11397.96,12,0.1744,0
CR-100366,2023-02-11,30,Servicios,11,1.9,3419.92,8362.78,1,558.0,10787.29,12,0.2108,0
CR-104614,2023-04-19,32,Construcción,8,18.8,2629.25,0.0,0,708.0,9443.06,12,0.1573,0
CR-104924,2023-03-24,22,Construcción,4,2.0,5105.0,7200.43,2,620.0,25751.93,24,0.1889,0
CR-103847,2025-05-15,68,Agro,50,4.1,3794.26,13462.95,1,342.0,25636.56,24,0.2783,1
CR-105608,2024-08-23,41,Manufactura,20,23.3,4826.61,0.0,0,705.0,13920.95,18,0.1482,0
CR-105214,2023-09-13,44,Comercio,21,22.2,767.35,0.0,0,613.0,3207.47,12,0.1823,0
CR-103450,2024-08-04,21,Manufactura,0,8.8,2869.27,2163.67,1,574.0,8450.1,18,0.2062,0
CR-104852,2025-03-04,60,Construcción,37,2.1,2408.75,6496.74,2,418.0,16700.3,6,0.237,0
CR-103004,2023-03-13,35,Manufactura,15,3.4,4057.57,13907.0,2,322.0,7323.39,6,0.2778,1
CR-102963,2023-07-12,30,Comercio,6,1.0,3783.21,0.0,0,646.0,16082.04,24,0.1702,0
CR-104521,2024-04-08,42,Manufactura,19,8.0,3282.71,0.0,0,687.0,6217.75,6,0.1746,0
CR-105898,2024-07-08,43,Servicios,25,2.8,14235.93,37472.68,3,660.0,40020.52,24,0.1821,0
CR-102271,2024-09-15,26,Servicios,3,23.9,4309.73,5604.15,1,608.0,13292.7,48,0.1904,0
CR-102233,2024-01-31,55,Agro,32,1.9,4194.38,9938.98,2,467.0,27046.75,24,0.2536,0
CR-104273,2023-04-01,58,Comercio,36,6.3,10970.93,1417.41,2,761.0,60544.2,48,0.1297,0
CR-102544,2023-05-02,37,Servicios,19,10.7,3894.9,375.52,3,649.0,21897.18,6,0.1779,0
CR-105319,2024-06-26,41,Comercio,18,9.5,1963.86,3014.07,3,488.0,8403.85,36,0.2487,0
CR-101998,2023-04-27,32,Construcción,9,0.8,2367.62,4387.75,1,477.0,18294.5,18,0.2165,0
CR-102093,2023-05-17,47,Construcción,28,1.9,2711.93,0.0,0,641.0,8221.79,24,0.1948,0
CR-103686,2023-01-15,25,Tecnología,2,13.6,5031.02,13292.99,1,426.0,35767.93,18,0.2363,0
CR-102855,2023-08-10,55,Agro,37,23.9,2262.31,0.0,0,671.0,11952.53,24,0.1855,0
CR-102922,2023-04-25,24,Tecnología,2,4.1,6262.25,6694.72,1,622.0,30552.82,12,0.1874,0
CR-102247,2023-06-16,30,Comercio,6,2.9,2253.12,1559.24,2,563.0,6915.97,24,0.1949,0
CR-101463,2023-08-12,43,Agro,25,10.3,4483.57,0.0,0,640.0,13694.5,24,0.1689,0
CR-102992,2024-11-29,37,Comercio,14,7.7,3369.82,0.0,0,650.0,7283.31,24,0.1933,0
CR-100552,2024-12-25,41,Agro,19,10.1,2155.12,3095.46,2,420.0,4585.66,18,0.2457,0
CR-104100,2024-03-29,44,Comercio,25,3.4,4234.22,9184.78,4,525.0,28618.94,6,0.2367,0
CR-101759,2023-08-21,39,Manufactura,21,2.7,8387.48,24775.54,2,465.0,66590.32,12,0.2262,1
CR-103941,2024-08-31,35,Tecnología,11,1.6,2150.72,3624.72,1,540.0,8695.05,48,0.197,0
CR-100407,2023-05-31,47,Servicios,26,14.7,3985.14,15594.51,1,317.0,19620.21,12,0.2515,1
CR-100714,2024-07-20,36,Tecnología,17,14.1,1709.02,6069.0,1,433.0,12976.98,36,0.2459,0
CR-104925,2023-02-10,50,Servicios,27,9.6,6403.7,2126.78,3,633.0,28890.37,12,0.1949,0
CR-100126,2023-07-23,54,Tecnología,30,1.5,5946.93,0.0,0,594.0,10592.03,18,0.2043,0
CR-101534,2023-04-22,60,Manufactura,38,7.9,3447.81,13683.88,1,384.0,9147.66,18,0.2571,0
CR-105826,2025-03-10,49,Servicios,30,3.7,6916.03,27465.71,1,387.0,35962.46,24,0.2296,1
CR-101814,2024-10-30,40,Comercio,19,5.9,1596.49,0.0,0,555.0,10124.53,6,0.1987,0
CR-104836,2024-11-14,18,Tecnología,0,3.4,6277.15,18658.23,2,311.0,48630.36,36,0.2913,1
CR-100181,2024-10-02,40,Manufactura,22,13.0,2252.54,6221.34,1,402.0,14253.57,18,0.2372,0
CR-103835,2023-05-07,41,Comercio,20,4.3,1271.9,442.53,1,640.0,4907.0,12,0.18,0
CR-101628,2024-11-08,42,Servicios,23,4.7,2455.41,2011.18,2,534.0,12387.8,24,0.2034,0
CR-105788,2023-12-23,30,Comercio,10,8.0,5845.89,6741.36,2,515.0,16178.48,6,0.2215,0
CR-100219,2025-02-20,30,Manufactura,6,9.3,4593.87,1543.5,1,683.0,26225.07,24,0.1767,0
CR-101777,2023-08-06,40,Construcción,22,13.2,2730.28,1112.66,2,,18384.8,24,0.1759,0
CR-105161,2023-04-04,22,Agro,0,4.4,1408.07,0.0,0,644.0,6856.94,24,0.1827,0
CR-104893,2023-12-26,29,Manufactura,11,1.2,,0.0,0,663.0,26434.34,6,0.2005,0
CR-105455,2024-10-05,44,Comercio,26,9.8,3372.41,1315.71,2,686.0,8608.54,12,0.1847,0
CR-100115,2024-06-13,32,Servicios,11,1.1,2429.99,0.0,0,592.0,4877.91,18,0.1911,0
CR-102223,2024-02-22,29,Servicios,8,3.8,2881.0,0.0,0,541.0,16386.01,12,0.1726,0
CR-101038,2025-06-13,47,Comercio,23,5.6,3319.18,0.0,0,689.0,6424.23,18,0.1636,0
CR-104935,2024-12-18,31,Comercio,9,6.7,2947.4,4803.64,1,548.0,7389.48,24,0.1991,0
CR-100420,2023-01-01,39,Servicios,15,2.4,2069.89,7914.46,2,354.0,6668.65,48,0.2539,1
CR-100101,2024-01-26,52,Manufactura,32,5.6,9603.17,0.0,0,742.0,36997.62,6,0.1563,0
CR-101404,2025-01-29,32,Servicios,14,4.6,3479.4,13792.47,3,300.0,22510.25,36,0.2763,1
CR-102692,2023-08-28,37,Manufactura,16,2.3,3085.91,0.0,0,703.0,4888.97,18,0.1597,0
CR-104914,2023-12-25,51,Tecnología,32,7.8,2692.75,5055.17,2,522.0,6491.98,18,0.228,0
CR-103583,2023-01-08,37,Comercio,18,9.0,4905.4,0.0,0,641.0,22352.7,6,0.1767,0
CR-104459,2024-09-06,40,Manufactura,18,7.9,3029.28,6086.27,2,521.0,5442.55,24,0.2279,0
CR-105268,2025-05-02,46,Comercio,28,4.3,3106.57,9301.19,2,432.0,14369.15,24,0.2573,1
CR-101416,2025-03-28,63,Comercio,42,11.6,2355.62,8275.07,5,300.0,18074.3,6,0.292,1
CR-105663,2023-01-19,41,Agro,23,8.2,1505.14,4440.19,2,328.0,8550.36,36,0.2542,1
CR-105160,2024-10-05,37,Comercio,16,7.2,4697.01,9770.94,2,443.0,8146.21,36,0.2338,0
CR-100895,2023-09-26,50,Manufactura,29,9.7,2941.63,0.0,0,641.0,18106.02,24,0.1969,0
CR-104131,2023-04-02,30,Comercio,9,8.5,3188.26,9832.52,1,,18527.83,12,0.2917,1
CR-101812,2023-09-22,41,Tecnología,21,6.4,1995.01,365.86,2,576.0,10329.63,48,0.1919,0
CR-103229,2023-03-03,22,Manufactura,1,3.2,2727.17,9983.37,1,348.0,6650.36,12,0.2446,1
CR-104865,2023-06-29,39,Servicios,20,3.0,1384.43,4421.37,1,355.0,3066.62,48,0.2832,0
CR-102363,2023-03-25,43,Servicios,19,7.2,2354.43,8611.89,3,334.0,12751.48,6,0.2654,1
CR-105985,2023-08-16,44,Comercio,22,6.8,7557.39,11976.78,2,593.0,58890.92,48,0.176,0
CR-103641,2024-06-04,56,Servicios,33,0.8,4561.53,0.0,0,570.0,32836.04,24,0.1986,0
CR-105858,2023-11-19,51,Manufactura,32,9.9,7204.08,27083.05,1,373.0,38331.5,18,0.2695,1
CR-101233,2024-03-31,39,Agro,17,4.1,3237.95,0.0,0,645.0,17055.71,24,0.1842,0
CR-100311,2024-10-17,43,Comercio,24,7.5,2785.31,0.0,0,581.0,4584.53,12,0.1855,0
CR-100634,2024-12-30,35,Servicios,15,6.4,5164.32,3599.15,1,575.0,34961.34,24,0.2142,0
CR-103746,2023-11-15,20,Servicios,0,11.8,7654.71,0.0,0,670.0,59694.27,12,0.1852,0
CR-105721,2024-09-19,47,Tecnología,25,0.7,3410.73,2822.14,1,564.0,11449.27,12,0.1907,0
CR-103172,2023-03-10,49,Comercio,26,13.5,1895.45,0.0,0,711.0,8530.6,36,0.1553,0
CR-102159,2023-06-11,30,Comercio,8,7.3,1532.26,4388.2,1,396.0,9275.37,48,0.2517,1
CR-104371,2024-06-15,32,Servicios,13,2.6,4136.81,309.2,4,604.0,7283.44,18,0.1934,0
CR-103213,2024-02-06,27,Manufactura,8,3.1,1045.37,2791.79,1,404.0,3373.0,12,0.262,1
CR-104550,2023-02-01,49,Tecnología,30,8.8,7418.92,27481.77,1,449.0,36898.72,24,0.2482,1
CR-103498,2023-06-10,35,Servicios,11,8.9,5825.72,6694.95,2,652.0,29967.31,12,0.1551,0
CR-105894,2024-04-19,38,Comercio,18,20.1,3618.54,0.0,0,639.0,8747.81,18,0.1576,0
CR-105988,2025-06-02,40,Servicios,16,5.4,4428.68,2748.98,3,591.0,15439.8,24,0.2055,0
CR-103306,2023-01-05,43,Construcción,25,2.5,2622.73,3413.7,3,519.0,8250.88,12,0.242,0
CR-102708,2025-01-13,41,Servicios,20,7.8,2313.12,2197.31,4,619.0,10483.66,24,0.1734,0
CR-105467,2023-03-15,54,Tecnología,35,2.9,3523.1,2651.46,4,618.0,21630.5,24,0.1536,0
CR-100440,2024-09-03,36,Servicios,12,7.0,5899.37,0.0,0,777.0,43889.55,12,0.1064,0
CR-101579,2023-08-17,42,Servicios,20,12.3,2324.83,2134.56,1,541.0,14997.51,6,0.2149,0
CR-100694,2023-05-16,29,Manufactura,9,17.4,7054.14,0.0,0,758.0,19175.3,48,0.1317,0
CR-100867,2024-04-10,34,Construcción,10,12.6,1741.35,4231.4,2,404.0,9140.05,24,0.2462,0
CR-100255,2024-09-28,47,Servicios,25,11.2,5895.96,19084.17,3,390.0,18527.26,6,0.248,0
CR-104369,2025-04-15,46,Servicios,25,1.9,5495.05,17536.86,3,422.0,10790.89,24,0.2614,0
CR-103672,2023-06-20,44,Tecnología,25,12.1,4237.76,0.0,0,601.0,32322.73,48,0.1842,0
CR-104031,2023-07-27,33,Construcción,13,16.7,2402.72,5105.53,2,465.0,9336.84,36,0.2115,0
CR-104338,2024-01-18,38,Servicios,14,8.1,4028.69,8171.47,2,542.0,13932.44,6,0.1964,0
